danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,added_at,name
0.726,0.576,4,-3.184,0,0.355,0.287,0.000266,0.255,0.72,76.044,20R2rF8szcx4VNA6FDRKwo,243191,4,2018-06-15T21:57:41Z,Butterscotch
0.844,0.262,0,-14.08,1,0.0899,0.68,0,0.111,0.274,104.945,4PKZmIXiIt54OQo1E51aTd,151110,4,2018-06-25T21:11:44Z,rumours (feat. mark johns)
0.49,0.864,10,-4.165,1,0.0308,0.00209,0.0269,0.169,0.0579,128.047,735kliQyYeVVXZqzUIxpfx,202518,4,2018-06-25T21:11:53Z,Rain
0.866,0.679,6,-6.74,0,0.388,0.214,4.8e-06,0.101,0.272,115.015,7xAE36UUNgyDJDIM4yiucY,268087,4,2018-06-25T21:12:21Z,Be Your Girl (Kaytranada Edition)
0.576,0.85,8,-3.653,0,0.117,0.309,0,0.341,0.18,142.012,4OCvd4ila7Zp0tEsFWs2hP,226613,4,2018-06-25T21:12:25Z,Don't Leave - Ekali Remix
0.705,0.729,8,-3.925,1,0.0451,0.427,8.6e-06,0.15,0.586,126.047,3R7Y4q7kECcZkT5LCn8QP5,218095,4,2018-06-25T21:12:31Z,I Still See Your Face
0.724,0.418,2,-8.057,1,0.0808,0.0786,0,0.129,0.488,131.924,3X475vZzGmHrctAJ5Fesvs,237273,4,2018-06-25T21:12:48Z,Goosebumps
0.777,0.533,8,-8.449,1,0.19,0.321,3.99e-05,0.091,0.445,94.027,6KqJe8tNKU6HAdFkyY2PE6,178085,4,2018-06-26T20:32:30Z,With You - Hazey Eyes Remix
0.417,0.28,9,-13.111,0,0.187,0.667,3.8e-05,0.452,0.241,164.945,7qMaDc8nDdHW15ktCyx8qu,220920,5,2018-07-03T21:46:42Z,Burn
0.594,0.703,3,-5.305,1,0.0671,0.191,1.14e-06,0.129,0.338,123.939,6XLUlVeCNo4T7Gvkmy6NmC,278226,4,2018-07-03T23:15:57Z,Plans (feat. Brandyn Burnette)
0.454,0.66,0,-4.357,1,0.168,0.0364,0,0.181,0.568,184.353,2HaYSyjZmqhFVviYOakAth,212374,4,2018-07-03T23:17:10Z,Burn the House Down
0.767,0.547,7,-11.458,0,0.0474,0.0399,0.485,0.0949,0.66,103.03,7nZ9CzhiFRPhOQCn7eDSnn,238183,4,2018-07-03T23:49:53Z,Vanille fraise
0.631,0.756,0,-4.428,0,0.0328,0.122,0.816,0.0626,0.296,120.021,5G9AFl0ibJsTbGm8h3N6jw,166506,4,2018-07-03T23:50:19Z,Sometime (feat. Brasstracks)
0.754,0.531,8,-11.87,1,0.238,0.114,0.00152,0.0785,0.458,109.062,1LvASuCm9gPr9684FFNKdt,243599,4,2018-07-03T23:57:09Z,Get To Know
0.717,0.584,9,-5.793,0,0.0603,0.798,0.677,0.198,0.662,88.034,0SOg0VldvpnbaPZfS4ZXgJ,136364,4,2018-07-04T00:02:40Z,Getaway
0.492,0.619,0,-8.781,1,0.0893,0.0239,0,0.0807,0.352,140.113,7hnYvLiIHVmLdKfoNl6BUt,262286,4,2018-07-04T00:12:40Z,Loyal
0.713,0.483,4,-8.429,0,0.0781,0.289,3.47e-06,0.121,0.2,96.007,6A624MGrfVN9WUz4lIAOg2,201964,4,2018-07-05T18:49:33Z,Some Reason
0.815,0.52,6,-8.966,0,0.0405,0.756,0.853,0.104,0.324,120.022,48UlszOrUzfprHJfkVOcbb,245000,4,2018-07-05T18:54:30Z,Homegrown - Empty Woods Remix
0.812,0.472,1,-6.806,0,0.0603,0.26,0,0.285,0.457,92.951,7cM9Kqto11iJpY2RwgVJSq,240013,4,2018-08-01T02:40:11Z,Flare Guns
0.665,0.455,10,-13.439,0,0.0583,0.457,0.0271,0.104,0.0741,116.025,31JRYHF9dySudiyABFrJuv,190698,3,2018-07-05T19:00:12Z,Eden
0.506,0.807,1,-4.442,0,0.0541,0.0811,0.000428,0.296,0.556,123.896,0kdkc4WGAjEoIzK87YZKvX,189996,4,2018-07-05T19:01:09Z,Better Not (feat. Wafia) - Zach Nicita Remix
0.702,0.599,4,-8.117,1,0.0416,0.519,1.76e-06,0.0704,0.773,113.995,5YvhDIAqHzL8yvHESPC2Un,194260,4,2018-07-05T19:07:43Z,Sentimental Trick
0.541,0.702,0,-6.884,1,0.0362,0.0187,0.0022,0.0788,0.079,115.01,74R4tYIQIn0slsnvqSCJRK,233739,4,2018-07-05T19:08:27Z,Over You (feat. Frida Sundemo)
0.625,0.439,4,-8.386,0,0.0328,0.131,0.00203,0.305,0.167,89.979,1OrdlOmAGp9kRkhcH5UwER,234652,4,2018-07-05T19:16:24Z,Lately (feat. CYGNAEUS)
0.752,0.692,11,-6.436,0,0.0242,0.359,0.0343,0.103,0.743,114.987,5ZJrnxlVNseqSqR9QHQLbF,224888,4,2018-07-10T13:32:54Z,Toluca Lake
0.467,0.362,9,-12.312,0,0.0404,0.489,0.0586,0.111,0.192,124.984,24aOsDgIOcivmr0q2sfLt3,239266,4,2018-07-10T13:36:48Z,Falling Night
0.721,0.583,5,-7.631,0,0.111,0.256,0.00533,0.11,0.331,106.078,4sG6J4S2FCuMr3oooYAwFS,202695,4,2018-07-10T13:50:09Z,Astronaut - Something About Your Love
0.7,0.172,8,-15.478,1,0.0833,0.835,6.22e-06,0.106,0.198,124.914,5Q5fB9kPU1JCNutdLHzSfo,222240,4,2018-07-10T14:06:53Z,Heartbeat
0.64,0.583,10,-6.521,1,0.0496,0.326,1.16e-05,0.13,0.362,91.968,1Zmfv37UqzfpXnnh3LbXpf,202174,4,2018-07-10T14:18:51Z,Not Alone
0.694,0.726,0,-7.297,0,0.0322,0.12,0.00258,0.215,0.451,105.968,0KL9K9gnnbVEdA5t1F6EIs,226981,4,2018-07-10T14:21:00Z,Sunburn
0.853,0.484,0,-9.103,1,0.0692,0.637,0.0125,0.0944,0.586,119.508,10Yzn7D4l9imoN802Tyg0i,212385,4,2018-07-10T14:22:40Z,Poolside
0.684,0.774,7,-5.951,1,0.188,0.26,0,0.108,0.448,84.991,1VCHNbal0VtE2plMRzvoho,175059,4,2018-07-10T14:36:43Z,Weekend
0.616,0.663,6,-5.056,0,0.0403,0.0988,0,0.161,0.184,94.02,3zzDs7euxA9c5guPOt7A1B,223592,4,2018-07-10T14:41:27Z,Famous
0.678,0.374,0,-9.387,0,0.0475,0.561,0.0249,0.103,0.0519,82.058,3XWUy9BZzFYd5cQSDY3nae,222439,4,2018-07-13T21:24:15Z,Drift
0.735,0.43,9,-9.532,1,0.0349,0.573,0,0.111,0.522,129.942,0ncp94ULTBgS0U3GZD80AC,189660,4,2018-07-17T21:52:19Z,Smoke Filled Room - Acoustic Session
0.679,0.662,8,-6.069,0,0.174,0.155,0,0.152,0.438,99.879,5masKPHeAOVNgxdLebIcK7,222801,4,2018-07-18T18:09:24Z,Stole the Show
0.644,0.803,1,-4.117,1,0.0666,0.114,0,0.0994,0.291,125.947,72eyEFbN9yMIwKx78ae0S1,211538,4,2018-07-18T19:03:17Z,In The Morning
0.683,0.647,2,-6.36,1,0.0371,0.244,1.15e-05,0.0733,0.351,91.041,7ahYQRrOQSXJ5OhsLnpfU8,213626,4,2018-07-19T17:05:55Z,You're Not Missing Me
0.583,0.748,6,-4.798,1,0.0292,0.00695,0.0241,0.22,0.254,142.029,1Hk0QRlUFCHYG6zIvUh0Xd,233239,4,2018-07-22T15:53:27Z,Summer
0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,3aIhJDHxr1kgTSnutJxPTH,203133,4,2018-07-30T04:33:21Z,Peanut Butter Jelly
0.809,0.71,9,-6.15,0,0.108,0.344,4.13e-06,0.162,0.353,110.036,2iNIdJqx4zvsOA1eY8I4QZ,187707,4,2018-07-30T01:27:28Z,Kings And Queens Of Summer
0.637,0.778,5,-3.642,0,0.0706,0.0248,0,0.228,0.286,103.093,0ftAX4mbuRx6Wr6PvpAIZs,188738,4,2018-08-03T17:40:12Z,Pretender (feat. Lil Yachty & AJR)
0.717,0.872,11,-3.279,1,0.0357,0.0162,1.99e-06,0.205,0.61,120.026,6lD9nDl7jBUSIPDMAMZjuD,205250,4,2018-07-22T15:54:23Z,Anywhere
0.634,0.556,6,-9.149,0,0.064,0.431,2.2e-05,0.102,0.136,110.175,0A9fNzuRa0WqaCmxY7FOLK,263935,4,2018-07-23T19:31:48Z,Only
0.531,0.769,10,-2.881,0,0.063,0.325,0,0.305,0.479,77.351,4TcSvASmTs7HICEY6is1iX,195252,4,2018-08-01T01:46:28Z,Wildcard
0.366,0.379,6,-11.534,1,0.0362,0.886,0.0219,0.102,0.0753,139.473,3p10Uj0mYylRjO2PQl3iZM,202560,4,2018-07-23T19:33:06Z,Arc
0.785,0.525,6,-7.556,1,0.042,0.669,0.439,0.114,0.251,90.853,3WRQUvzRvBDr4AxMWhXc5E,238907,4,2018-05-17T21:21:35Z,Sunset Lover
0.594,0.551,3,-6.57,1,0.147,0.304,0,0.123,0.371,77.482,6ej9jEXBeQI7PTbx68KHfi,337551,4,2018-07-23T20:20:22Z,Hand Of God - Outro
0.514,0.924,8,-5.417,1,0.052,0.000208,0.805,0.0684,0.0675,151.994,2BVUOGciUUUqOPSLtHwLGp,224211,4,2018-08-03T19:32:14Z,GUD VIBRATIONS
0.556,0.728,3,-4.807,1,0.0379,0.0756,5.28e-05,0.114,0.261,98.019,4O1Lrj1chYmsiYRSlbcxjL,259592,4,2018-08-05T00:24:26Z,Away
0.656,0.729,5,-4.223,0,0.0765,0.0789,0,0.133,0.438,95.974,0p0ljM6RxgpGt7wthGqBZa,215781,4,2018-08-16T16:31:26Z,Finest Hour (feat. Abir)
0.511,0.917,7,-3.239,0,0.124,0.0273,0,0.819,0.241,100.123,0ZtLv7aVallYjnPJNZJWk7,192707,4,2018-08-17T14:18:40Z,You're On (feat. Kyan)
0.411,0.496,8,-9.406,1,0.167,0.0841,5.47e-06,0.32,0.377,74.181,0Q8huSFCc5LclXoBrFb2DN,183724,4,2018-08-18T17:06:50Z,Restless Sea
0.741,0.808,6,-4.434,0,0.0439,0.00911,1.46e-05,0.609,0.415,99.984,1GQInBhND3v37Hn6hKbW2b,184812,4,2018-08-18T22:27:54Z,Heartless
0.563,0.871,6,-5.261,0,0.0568,0.0614,0.000149,0.101,0.425,82.009,5hZXzIaSjWWBmkOPinoFcU,221131,4,2018-08-20T02:16:06Z,Cry - Rynx Remix
0.542,0.913,10,-3.821,1,0.189,0.196,7.48e-06,0.139,0.578,150.072,6VEbv3jRYbOeo2UZ0mkN7h,230528,4,2018-08-25T01:05:22Z,Don't Kill My Vibe - Gryffin Remix
0.578,0.491,11,-8.544,0,0.21,0.203,0.000378,0.182,0.64,98.273,6tv43DiBgTHgC0dtID2MXW,184814,4,2018-08-30T21:40:06Z,Superlove (feat. Oh Wonder)
0.567,0.743,8,-8.614,1,0.0626,0.0356,0.847,0.221,0.423,170.083,1TuopWDIuDi1553081zvuU,212881,5,2018-08-30T21:42:55Z,Resonance
0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,3EmmCZoqpWOTY1g2GBwJoR,198774,4,2018-08-30T21:49:39Z,Just Hold On
0.867,0.639,7,-5.778,0,0.0888,0.375,0.0111,0.225,0.736,99.977,2mssuAa5xshIx2c06p1c2F,213907,4,2018-08-30T22:02:53Z,Complicated
0.639,0.685,9,-4.571,0,0.049,0.105,0,0.143,0.363,110.041,6tB4XVKceo2307SSWXaO0y,238991,4,2018-08-30T22:08:40Z,Just Friends
0.536,0.644,4,-6.28,1,0.191,0.292,8.34e-06,0.0802,0.607,113.317,2iUb7DLswcEXEmsdD878no,160235,5,2018-08-30T22:10:11Z,Aftertaste (feat. Opia)
0.632,0.571,7,-6.856,0,0.0591,0.226,0,0.124,0.296,97.812,6ibtXCE3GjkRCG45bhjUte,177000,4,2018-08-31T00:27:38Z,Space (feat. Quinn XCII)
0.626,0.762,0,-3.627,0,0.0458,0.23,0,0.147,0.637,99.968,5be60DE1dTfKoeyxQj0tR0,227083,4,2018-08-31T00:45:11Z,Catching On (feat. Nevve)
0.618,0.433,8,-7.241,1,0.0625,0.115,0,0.272,0.64,84.998,4xrZ1rHw6RoJlPEuU84LAY,214588,4,2018-08-31T01:45:30Z,Royal Blood
0.62,0.672,1,-5.508,0,0.233,0.0472,0,0.086,0.504,142.859,6HCDMQZMIa14cCb6mQkLEo,199156,4,2018-09-01T19:39:37Z,Mine - Bazzi vs. Nitti Gritti Remix
0.758,0.442,2,-7.136,1,0.0765,0.179,1.44e-06,0.11,0.479,92.02,5UZNhm49B9ZrunnSf96Nkc,196957,4,2018-09-05T20:29:06Z,Genghis Khan - Louis the Child Remix
0.618,0.59,11,-7.751,0,0.359,0.559,3.42e-05,0.208,0.285,127.275,0z95CqBxQnSQhNnoWTZJKL,157891,4,2018-09-11T04:31:07Z,Slow Down Love (feat. Chelsea Cutler)
0.38,0.726,9,-6.303,0,0.0653,0.154,0.0142,0.0712,0.259,154.034,2t3XgH1hIlea5ugx2mcfXQ,246234,4,2018-09-14T01:18:59Z,Rainer
0.78,0.63,2,-6.52,0,0.0334,0.166,0.156,0.105,0.367,120.988,2WTCoQLkQ9FPdvThkf8nN1,327273,4,2018-09-18T04:39:40Z,Me & You (feat. IRO)
0.722,0.635,6,-9.6,0,0.0419,0.141,0.000873,0.3,0.53,123.999,6zWpqo98M9Ai6TK3qmm55o,221421,4,2018-09-18T04:44:41Z,Sleepless - Radio Edit
0.386,0.714,6,-5.597,0,0.381,0.263,0,0.233,0.289,89.807,4g64deYSvQZ4w9uGpYz2sL,205618,4,2018-09-18T04:48:50Z,Fire
0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,6jreFSOTUAViWjKyzOC4Kg,190295,4,2018-09-20T03:36:41Z,REMEDY
0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,3nc420PXjTdBV5TN0gCFkS,216420,4,2018-09-20T04:33:01Z,Ocean (feat. Khalid)
0.571,0.688,11,-4.943,0,0.0401,0.523,5.48e-05,0.148,0.346,155.157,2VQCZWvOb6Mm1bQu4G6G2z,260903,4,2018-09-22T03:33:24Z,lift me from the ground
0.429,0.607,1,-5.907,1,0.041,0.161,0.0024,0.661,0.159,80.029,7GTtEE6EgRb7yI0BEGKZfS,362180,4,2018-09-22T04:22:48Z,surface
0.603,0.533,0,-6.742,1,0.0832,0.4,0,0.124,0.282,128.037,0OidLNIUhWSBX2UEXbaqQS,236719,4,2018-09-22T04:52:40Z,brighter days
0.727,0.756,11,-9.138,1,0.0365,0.0173,0.00211,0.146,0.218,99.972,0FIWE6OTbU91O9CP59n7pa,207162,4,2018-09-23T01:01:56Z,Pretty Stranger
0.607,0.743,4,-5.704,1,0.0476,0.142,2.14e-06,0.12,0.557,104.009,5OMKajdOkSj8l2YGmA3y2U,184633,4,2018-09-23T01:12:58Z,Infinitum
0.687,0.661,4,-6.512,0,0.0784,0.00221,0.00108,0.128,0.165,140.017,43wUolyQz3BUM8VIbn5xq8,186866,4,2018-09-23T01:17:17Z,Breathe
0.595,0.712,10,-6.879,0,0.0539,0.0671,0,0.102,0.615,170.06,2UOptj3KDBri5QhcIFphyX,225882,4,2018-10-12T03:19:33Z,Without You (feat. Dylan Matthew)
0.422,0.677,11,-5.76,1,0.0365,0.251,3.55e-06,0.16,0.146,150.131,27YD36FUikKxbp3bKSiKGZ,297782,4,2018-10-17T00:12:28Z,First Time (feat. Dylan Matthew)
0.767,0.723,5,-7.065,1,0.0544,0.0285,0.119,0.0539,0.12,105.997,7rLq1Mdn1K50CiUAbCrwtI,209434,4,2018-10-18T17:55:58Z,Homebound
0.694,0.483,0,-7.157,1,0.0359,0.000196,0.557,0.134,0.132,96.029,2sKTYRCgUHXmIhI2hoBuZE,220000,4,2018-10-19T23:02:31Z,When I Get There
0.529,0.882,9,-3.001,0,0.185,0.0528,6.97e-05,0.161,0.312,139.943,4JLojdKkKNM3rgvP2zvUGR,286929,4,2018-10-20T00:23:17Z,Jaguar
0.531,0.675,0,-3.281,1,0.33,0.121,0,0.327,0.799,177.953,5IrKXci1IzuUEowWOhTv8o,186046,4,2018-10-22T17:42:41Z,The City (with Quinn XCII)
0.584,0.384,3,-12.144,0,0.0675,0.72,0.288,0.0964,0.184,93.981,3u4rIcRR7gSoJdkJIx9zpu,324123,4,2018-11-01T21:06:32Z,Young
0.547,0.568,1,-5.675,1,0.0402,0.34,0,0.087,0.555,90.405,0elAif4RKsDJnlEht45du9,195333,4,2018-11-08T07:13:26Z,Lifeline
0.412,0.799,8,-4.45,1,0.195,0.0155,0,0.16,0.321,166.142,1p2S7PthbK0HI6clgvZI2K,214254,4,2018-11-12T05:14:43Z,Better
0.473,0.723,5,-5.344,1,0.0472,0.0855,3.83e-05,0.0857,0.321,159.812,6SFdqmi8X5FQWteVyFZY32,206961,4,2018-11-24T01:42:44Z,Easy
0.488,0.644,6,-5.194,0,0.0361,0.176,9.45e-05,0.107,0.165,137.916,1j3s6SE0wUgJfBULiHfgCv,222609,4,2018-11-24T04:30:16Z,In Your Eyes
0.628,0.762,1,-6.044,0,0.039,0.0123,2.3e-05,0.0985,0.289,131.935,6LdRmeJVVBzTZz93x9ZNnR,221818,4,2018-11-29T06:18:41Z,Heartbeat
0.751,0.628,2,-4.076,0,0.0333,0.0201,2.4e-06,0.161,0.291,127.037,68VF57hN9UYJeTNlQXfoYE,164409,4,2018-11-30T02:07:39Z,what i like about u
0.448,0.775,8,-5.165,0,0.154,0.066,0,0.0284,0.48,159.755,1k5evkJSCdFPqr3grfuwt7,195500,4,2018-11-30T18:48:59Z,Waterval
0.624,0.68,9,-7.285,0,0.0421,0.114,6.78e-05,0.0614,0.117,91.998,089tprIgsyFSOrZpugamLI,177152,4,2018-12-04T00:22:21Z,Blame
0.514,0.582,6,-8.835,1,0.101,0.0209,0.0835,0.0937,0.621,99.996,7CNRVEMSXo0fRJwZyM0L2n,252235,4,2018-12-07T02:03:52Z,Hometown Girl
0.639,0.845,10,-3.333,1,0.0372,0.0528,0,0.336,0.871,119.485,1FHNctV68GUNLgXclG2DtR,233373,4,2018-12-26T03:18:11Z,Dancing in the Moonlight
0.531,0.675,0,-3.281,1,0.33,0.121,0,0.327,0.799,177.953,5X3VpTYsESWoh80dMa60jd,186046,4,2019-03-31T07:32:12Z,The City (with Quinn XCII)
0.783,0.537,9,-2.921,1,0.0795,0.278,0,0.229,0.393,113.988,7n1940b6kHcaEewFSZXnXa,222866,4,2019-09-13T03:38:34Z,Better Not (with Wafia)
0.654,0.886,4,-2.808,1,0.0417,0.106,9.17e-06,0.161,0.704,147.959,2FVm4ADgYRIQWlpYKDPdl9,179937,4,2019-09-13T03:38:37Z,Winnebago (feat. Quinn XCII & Daniel Wilson)
